Expected_jobs,City,State
5560,New Glarus,Wisconsin
490,Stanley,Wisconsin
250,Stetsonville,Wisconsin
858,Montello,Wisconsin
67,Prentice,Wisconsin
1935,Mondovi,Wisconsin
225,Herbster,Wisconsin
919,Clayton,Wisconsin
3213,Como,Wisconsin
16182,Brown Deer,Wisconsin
523,Woodruff,Wisconsin
315,Boaz,Wisconsin
832,Marquette,Wisconsin
1374,Endeavor,Wisconsin
1267,Mauston,Wisconsin
2179,Oliver,Wisconsin
4388,Howard,Wisconsin
1204,Port Edwards,Wisconsin
0,Fox Crossing,Wisconsin
165,Westboro,Wisconsin
406,Gays Mills,Wisconsin
3411,Sobieski,Wisconsin
528,Spooner,Wisconsin
1963,Elderon,Wisconsin
17351,Big Bend,Wisconsin
16919,Lannon,Wisconsin
78,Glen Flora,Wisconsin
2427,Eureka,Wisconsin
1753,Poplar,Wisconsin
631,Sturgeon Bay,Wisconsin
2134,Tainter Lake,Wisconsin
721,Abbotsford,Wisconsin
408,Harrison,Wisconsin
4176,Darien,Wisconsin
49,Glidden,Wisconsin
111,Sheldon,Wisconsin
7570,Kimberly,Wisconsin
2302,Greenbush,Wisconsin
1209,Iola,Wisconsin
419,Yuba,Wisconsin
2308,North Fond du Lac,Wisconsin
5001,Allouez,Wisconsin
238,Dunbar,Wisconsin
1434,Auburndale,Wisconsin
284,Soldiers Grove,Wisconsin
289,La Farge,Wisconsin
7801,McFarland,Wisconsin
646,Waumandee,Wisconsin
1628,Potosi,Wisconsin
3118,Fall River,Wisconsin
8007,Cambridge,Wisconsin
322,Gresham,Wisconsin
352,Zoar,Wisconsin
6886,Wrightstown,Wisconsin
650,Two Rivers,Wisconsin
7865,Somerset,Wisconsin
4323,Delavan Lake,Wisconsin
670,Clintonville,Wisconsin
1658,Stoddard,Wisconsin
1598,Benton,Wisconsin
1652,Wisconsin Dells,Wisconsin
575,Rhinelander,Wisconsin
680,Redgranite,Wisconsin
350,Taylor,Wisconsin
437,Sextonville,Wisconsin
1636,Rock Springs,Wisconsin
3562,Angelica,Wisconsin
0,Franks Field,Wisconsin
490,Coloma,Wisconsin
2365,Fond du Lac,Wisconsin
10247,Dousman,Wisconsin
213,Thorp,Wisconsin
612,Cameron,Wisconsin
126,Rib Lake,Wisconsin
335,Richland Center,Wisconsin
9343,Somers,Wisconsin
1582,Osseo,Wisconsin
505,Frederic,Wisconsin
2389,Oakfield,Wisconsin
699,Alma,Wisconsin
132,Cable,Wisconsin
10552,Potter Lake,Wisconsin
1833,Bangor,Wisconsin
8716,Kenosha,Wisconsin
604,Marion,Wisconsin
2408,Kiel,Wisconsin
1632,Dickeyville,Wisconsin
936,Dalton,Wisconsin
1793,Augusta,Wisconsin
764,Boyceville,Wisconsin
1398,Blanchardville,Wisconsin
253,Merrillan,Wisconsin
776,Milltown,Wisconsin
3105,Random Lake,Wisconsin
11196,Racine,Wisconsin
855,Prairie Farm,Wisconsin
10008,Pleasant Prairie,Wisconsin
2592,Arena,Wisconsin
84,Conrath,Wisconsin
5220,Blue Mounds,Wisconsin
16679,West Milwaukee,Wisconsin
723,Luck,Wisconsin
1111,Cataract,Wisconsin
262,Florence,Wisconsin
313,Keshena,Wisconsin
0,Chain O' Lakes,Wisconsin
527,Linden,Wisconsin
16742,North Hudson,Wisconsin
8042,Genoa City,Wisconsin
255,Withee,Wisconsin
402,Avoca,Wisconsin
2203,Rosendale,Wisconsin
575,Egg Harbor,Wisconsin
2518,Eden,Wisconsin
337,Lynxville,Wisconsin
7553,Forest Junction,Wisconsin
238,Niagara,Wisconsin
472,Sayner,Wisconsin
50,Solon Springs,Wisconsin
317,Boulder Junction,Wisconsin
2174,Brice Prairie,Wisconsin
85,Jump River,Wisconsin
3899,Kellnersville,Wisconsin
4924,Navarino,Wisconsin
3493,Kewaskum,Wisconsin
633,Argyle,Wisconsin
1783,Chaseburg,Wisconsin
588,Darlington,Wisconsin
16599,Milwaukee,Wisconsin
6711,Mount Horeb,Wisconsin
4824,Hortonville,Wisconsin
6198,Lake Mills,Wisconsin
539,Edmund,Wisconsin
2024,Lowell,Wisconsin
1406,Oxford,Wisconsin
16231,St. Francis,Wisconsin
2338,Elkhart Lake,Wisconsin
2696,Star Prairie,Wisconsin
1578,Genoa,Wisconsin
754,Friendship,Wisconsin
196,Medford,Wisconsin
1805,Pardeeville,Wisconsin
1056,Randolph,Wisconsin
401,Forestville,Wisconsin
1137,Beaver Dam,Wisconsin
1613,Kieler,Wisconsin
370,Elcho,Wisconsin
6867,Belleville,Wisconsin
373,Post Lake,Wisconsin
746,Little Sturgeon,Wisconsin
40,Ellison Bay,Wisconsin
13584,Mount Pleasant,Wisconsin
4845,Hebron,Wisconsin
7493,Arlington,Wisconsin
982,King,Wisconsin
692,Knapp,Wisconsin
13652,Prescott,Wisconsin
7683,Dane,Wisconsin
0,Lake Sherwood,Wisconsin
630,Buffalo City,Wisconsin
12711,Delafield,Wisconsin
500,Millston,Wisconsin
94,Mountain,Wisconsin
963,Wilson,Wisconsin
12817,Rochester,Wisconsin
870,Glenwood City,Wisconsin
282,Readstown,Wisconsin
6124,Sherwood,Wisconsin
857,Waupaca,Wisconsin
8321,Brooklyn,Wisconsin
4957,Waubeka,Wisconsin
1584,Green Lake,Wisconsin
204,Radisson,Wisconsin
146,Ogema,Wisconsin
1158,Cazenovia,Wisconsin
2399,Mount Calvary,Wisconsin
2468,Mosinee,Wisconsin
1925,Downsville,Wisconsin
637,Tunnel City,Wisconsin
1610,Hazel Green,Wisconsin
733,Colby,Wisconsin
128,Ingram,Wisconsin
57,Newald,Wisconsin
1733,Strum,Wisconsin
0,Lake Ivanhoe,Wisconsin
1562,Lyndon Station,Wisconsin
4734,Winneconne,Wisconsin
1868,Baldwin,Wisconsin
2790,Diamond Bluff,Wisconsin
1069,Grand Marsh,Wisconsin
274,Pembine,Wisconsin
12875,Union Grove,Wisconsin
17098,Hales Corners,Wisconsin
4796,Winchester,Wisconsin
2199,Oostburg,Wisconsin
5628,Ixonia,Wisconsin
562,Necedah,Wisconsin
5407,Newburg,Wisconsin
939,Friesland,Wisconsin
15418,Shorewood,Wisconsin
591,Dorchester,Wisconsin
849,Wheeler,Wisconsin
93,Park Falls,Wisconsin
7139,Brillion,Wisconsin
599,Manawa,Wisconsin
534,Weyerhaeuser,Wisconsin
289,Steuben,Wisconsin
159,Crandon,Wisconsin
592,Haugen,Wisconsin
554,Pound,Wisconsin
2575,Horicon,Wisconsin
266,Owen,Wisconsin
1203,Belmont,Wisconsin
2649,Rio,Wisconsin
332,Algoma,Wisconsin
673,Monroe,Wisconsin
3913,Albany,Wisconsin
1532,Eland,Wisconsin
34,Brule,Wisconsin
278,Viola,Wisconsin
3341,Luxemburg,Wisconsin
1289,Hollandale,Wisconsin
437,Blair,Wisconsin
4693,Monticello,Wisconsin
3598,Williams Bay,Wisconsin
1677,Sheboygan,Wisconsin
1656,Rudolph,Wisconsin
1603,Rib Mountain,Wisconsin
1279,St. Croix Falls,Wisconsin
1272,Stevens Point,Wisconsin
1977,Sparta,Wisconsin
1356,Plainfield,Wisconsin
4246,Fremont,Wisconsin
613,Tomah,Wisconsin
16453,Waukesha,Wisconsin
769,Adams,Wisconsin
3581,Dyckesville,Wisconsin
1881,La Crosse,Wisconsin
2024,Trempealeau,Wisconsin
16713,Brookfield,Wisconsin
336,Suring,Wisconsin
6172,Hilbert,Wisconsin
803,Viroqua,Wisconsin
5524,Clinton,Wisconsin
17013,Greenfield,Wisconsin
7399,Middleton,Wisconsin
615,Ontario,Wisconsin
362,Muscoda,Wisconsin
10486,Browns Lake,Wisconsin
0,Lake Arrowhead,Wisconsin
1691,Boyd,Wisconsin
3706,Lebanon,Wisconsin
1741,Platteville,Wisconsin
16089,Cudahy,Wisconsin
1202,Lime Ridge,Wisconsin
170,Chelsea,Wisconsin
3250,Janesville,Wisconsin
3398,Abrams,Wisconsin
2039,French Island,Wisconsin
5042,Lauderdale Lakes,Wisconsin
171,Mellen,Wisconsin
193,Hayward,Wisconsin
4860,Dale,Wisconsin
648,Lena,Wisconsin
2245,Colfax,Wisconsin
3506,Northport,Wisconsin
1540,North Freedom,Wisconsin
4632,Fontana-on-Geneva Lake,Wisconsin
2966,Hanover,Wisconsin
1353,La Valle,Wisconsin
2893,Watertown,Wisconsin
9656,Summit,Wisconsin
177,Reserve,Wisconsin
319,Mount Sterling,Wisconsin
1268,Whiting,Wisconsin
1127,Lake Wazeecha,Wisconsin
486,Eagle River,Wisconsin
147,Mercer,Wisconsin
922,Oconto Falls,Wisconsin
526,Minocqua,Wisconsin
721,Marinette,Wisconsin
273,Amberg,Wisconsin
1344,Ironton,Wisconsin
1464,Aniwa,Wisconsin
15899,Waterford,Wisconsin
527,Shell Lake,Wisconsin
1368,Arpin,Wisconsin
1115,Shullsburg,Wisconsin
6118,Nichols,Wisconsin
495,Ephraim,Wisconsin
1313,Juda,Wisconsin
218,Springbrook,Wisconsin
721,Ogdensburg,Wisconsin
614,Big Falls,Wisconsin
172,Grand View,Wisconsin
5367,Stockbridge,Wisconsin
3379,Collins,Wisconsin
5348,Oshkosh,Wisconsin
228,Trego,Wisconsin
6049,Hobart,Wisconsin
1456,Loganville,Wisconsin
201,Ashland,Wisconsin
290,De Soto,Wisconsin
1568,Sheboygan Falls,Wisconsin
2144,Holmen,Wisconsin
17069,Hudson,Wisconsin
16910,Butler,Wisconsin
742,Pine River,Wisconsin
17963,Wind Lake,Wisconsin
1605,Westby,Wisconsin
186,Cornucopia,Wisconsin
495,Pepin,Wisconsin
497,Wiota,Wisconsin
1852,Portage,Wisconsin
673,Lohrville,Wisconsin
5288,Butte des Morts,Wisconsin
4959,Fredonia,Wisconsin
494,Holcombe,Wisconsin
2279,Eau Claire,Wisconsin
91,Butternut,Wisconsin
2182,Superior,Wisconsin
1692,Deer Park,Wisconsin
396,Gotham,Wisconsin
707,Chetek,Wisconsin
16403,Merton,Wisconsin
493,Mineral Point,Wisconsin
1306,Emerald,Wisconsin
1641,Schofield,Wisconsin
5109,Menasha,Wisconsin
999,Elmwood,Wisconsin
586,Arkansaw,Wisconsin
371,Summit Lake,Wisconsin
2055,Fenwood,Wisconsin
1438,Waupun,Wisconsin
508,Babcock,Wisconsin
16009,Mequon,Wisconsin
495,Embarrass,Wisconsin
5927,De Pere,Wisconsin
6338,Waterloo,Wisconsin
1121,Nelsonville,Wisconsin
1230,Biron,Wisconsin
672,Kendall,Wisconsin
674,Markesan,Wisconsin
17024,Pewaukee,Wisconsin
5837,Sharon,Wisconsin
187,Bayfield,Wisconsin
604,Granton,Wisconsin
7824,Evansville,Wisconsin
51,Townsend,Wisconsin
16410,Hartland,Wisconsin
4932,Neenah,Wisconsin
4871,Walworth,Wisconsin
261,Lublin,Wisconsin
1960,Jim Falls,Wisconsin
1842,Francis Creek,Wisconsin
502,Woodford,Wisconsin
5122,Roberts,Wisconsin
876,Clear Lake,Wisconsin
551,Cecil,Wisconsin
1999,Lake Wissota,Wisconsin
324,Prairie du Chien,Wisconsin
695,Dallas,Wisconsin
3595,Pulaski,Wisconsin
7952,Powers Lake,Wisconsin
247,Alma Center,Wisconsin
227,Lac du Flambeau,Wisconsin
160,Little Round Lake,Wisconsin
385,Pigeon Falls,Wisconsin
14687,Cedarburg,Wisconsin
368,Shawano,Wisconsin
213,Gilman,Wisconsin
1951,Fall Creek,Wisconsin
679,Durand,Wisconsin
146,Chief Lake,Wisconsin
1008,Dodge,Wisconsin
752,Marshfield,Wisconsin
8649,Stoughton,Wisconsin
465,Gillett,Wisconsin
2204,Wyocena,Wisconsin
4224,Denmark,Wisconsin
16131,Glendale,Wisconsin
586,Birchwood,Wisconsin
3568,Waukau,Wisconsin
8672,Oconomowoc,Wisconsin
108,Sister Bay,Wisconsin
335,Lake Nebagamon,Wisconsin
1209,Melrose,Wisconsin
1898,St. Nazianz,Wisconsin
500,Montfort,Wisconsin
10329,Bristol,Wisconsin
583,Highland,Wisconsin
6935,Lake Wisconsin,Wisconsin
2030,Ellsworth,Wisconsin
128,Hawkins,Wisconsin
15528,Richfield,Wisconsin
2942,Orfordville,Wisconsin
2686,Footville,Wisconsin
1139,Plain,Wisconsin
1831,Cashton,Wisconsin
7735,Waunakee,Wisconsin
2476,Mayville,Wisconsin
7705,Combined Locks,Wisconsin
15802,Bayside,Wisconsin
378,Neshkoro,Wisconsin
776,Unity,Wisconsin
7678,Windsor,Wisconsin
13201,Grafton,Wisconsin
1648,Baraboo,Wisconsin
1597,Ridgeway,Wisconsin
0,Bloomfield,Wisconsin
2037,Onalaska,Wisconsin
672,Almena,Wisconsin
214,Odanah,Wisconsin
9630,Slinger,Wisconsin
2009,Fairwater,Wisconsin
0,Lake Camelot,Wisconsin
3476,Belgium,Wisconsin
19135,Houlton,Wisconsin
1630,Tennyson,Wisconsin
76,Ladysmith,Wisconsin
2586,Cedar Grove,Wisconsin
336,Leopolis,Wisconsin
1367,Woodville,Wisconsin
0,Lake Lorraine,Wisconsin
1829,Cleveland,Wisconsin
727,Union Center,Wisconsin
2141,Gibbsville,Wisconsin
6766,Black Creek,Wisconsin
9907,Twin Lakes,Wisconsin
618,South Wayne,Wisconsin
14941,Mukwonago,Wisconsin
16009,Thiensville,Wisconsin
1701,Stratford,Wisconsin
4605,Neosho,Wisconsin
1091,Amherst Junction,Wisconsin
932,Kingston,Wisconsin
1749,Weston,Wisconsin
1308,Park Ridge,Wisconsin
5947,Palmyra,Wisconsin
1785,Dresser,Wisconsin
278,Humbird,Wisconsin
2115,Kronenwetter,Wisconsin
1173,Bonduel,Wisconsin
197,Whittlesey,Wisconsin
1631,Polonia,Wisconsin
4097,Lake Koshkonong,Wisconsin
820,Westfield,Wisconsin
65,Arbovale,West Virginia
437,Bruno,West Virginia
295,Summersville,West Virginia
349,Aurora,West Virginia
636,Oceana,West Virginia
2192,Pinch,West Virginia
225,Roderfield,West Virginia
2577,Poca,West Virginia
522,Berwind,West Virginia
1632,Philippi,West Virginia
698,Pineville,West Virginia
4145,Wellsburg,West Virginia
707,Maybeury,West Virginia
2776,Farmington,West Virginia
3854,Middleway,West Virginia
7097,Shannondale,West Virginia
459,Welch,West Virginia
1391,Williamstown,West Virginia
2413,Hamlin,West Virginia
1357,North Hills,West Virginia
4954,Follansbee,West Virginia
1445,West Milford,West Virginia
2865,Granville,West Virginia
84,Hillsboro,West Virginia
1356,Elizabeth,West Virginia
356,Hambleton,West Virginia
2147,Kenova,West Virginia
469,West Union,West Virginia
3146,Triadelphia,West Virginia
307,Middlebourne,West Virginia
2823,Fairmont,West Virginia
400,West Logan,West Virginia
758,Mason,West Virginia
1259,Rhodell,West Virginia
3699,Inwood,West Virginia
1305,Smithfield,West Virginia
1945,Salt Rock,West Virginia
1115,Jane Lew,West Virginia
2264,Rand,West Virginia
671,Chattaroy,West Virginia
0,Greenview,West Virginia
262,Harrisville,West Virginia
2143,Danville,West Virginia
2710,Mannington,West Virginia
744,Princeton,West Virginia
447,Gilbert Creek,West Virginia
2226,Tunnelton,West Virginia
464,Dailey,West Virginia
2698,Enterprise,West Virginia
583,Red Jacket,West Virginia
2147,Shrewsbury,West Virginia
3640,Falling Waters,West Virginia
223,Pickens,West Virginia
958,Scarbro,West Virginia
970,Bluefield,West Virginia
2110,Chesapeake,West Virginia
689,Belington,West Virginia
1124,Beards Fork,West Virginia
330,Burnsville,West Virginia
971,Mabscott,West Virginia
955,Prince,West Virginia
2714,Winfield,West Virginia
1661,Peterstown,West Virginia
597,St. George,West Virginia
1713,Apple Grove,West Virginia
1175,Whitesville,West Virginia
2636,Brandonville,West Virginia
442,Union,West Virginia
188,Moorefield,West Virginia
257,Tioga,West Virginia
2966,Grant Town,West Virginia
2111,Belle,West Virginia
635,Matewan,West Virginia
2598,Bruceton Mills,West Virginia
427,Omar,West Virginia
194,Glenville,West Virginia
2095,Wardensville,West Virginia
234,Spencer,West Virginia
2456,Cross Lanes,West Virginia
1470,Lubeck,West Virginia
769,Wiley Ford,West Virginia
166,Gassaway,West Virginia
2761,Barrackville,West Virginia
908,Keyser,West Virginia
1213,Brandywine,West Virginia
484,Womelsdorf,West Virginia
414,Verdunville,West Virginia
746,New Haven,West Virginia
936,Bolt,West Virginia
1440,Wolf Summit,West Virginia
1449,Bath,West Virginia
476,War,West Virginia
457,Helvetia,West Virginia
756,Hartford City,West Virginia
970,Mount Hope,West Virginia
3596,Beech Bottom,West Virginia
1187,Deep Water,West Virginia
1625,Boomer,West Virginia
727,Burlington,West Virginia
1286,Mullens,West Virginia
635,Gallipolis Ferry,West Virginia
1276,Rowlesburg,West Virginia
771,Carpendale,West Virginia
2117,Kingwood,West Virginia
479,Ellenboro,West Virginia
2449,Sissonville,West Virginia
112,Franklin,West Virginia
109,Durbin,West Virginia
427,Switzer,West Virginia
183,Big Sandy,West Virginia
813,Athens,West Virginia
850,New Richmond,West Virginia
1865,Handley,West Virginia
858,Glen Fork,West Virginia
1126,Hinton,West Virginia
2021,Albright,West Virginia
2735,Carolina,West Virginia
416,Paden City,West Virginia
244,Iaeger,West Virginia
704,Springfield,West Virginia
948,Kopperston,West Virginia
112,Bartow,West Virginia
399,White Sulphur Springs,West Virginia
432,Man,West Virginia
349,Alderson,West Virginia
983,Hilltop,West Virginia
2092,Comfort,West Virginia
728,Elk Garden,West Virginia
2375,Wallace,West Virginia
228,Nettie,West Virginia
609,Twilight,West Virginia
114,Grantsville,West Virginia
1270,Cairo,West Virginia
976,Bradley,West Virginia
426,Monaville,West Virginia
2293,Blacksville,West Virginia
457,Ripley,West Virginia
1849,Clendenin,West Virginia
978,Thurmond,West Virginia
2377,Charleston,West Virginia
361,Bradshaw,West Virginia
1625,Flemington,West Virginia
418,Holden,West Virginia
822,Gauley Bridge,West Virginia
2351,Milton,West Virginia
248,Cowen,West Virginia
1354,Vienna,West Virginia
1070,Sophia,West Virginia
1952,Capon Bridge,West Virginia
981,Prosperity,West Virginia
4596,Martinsburg,West Virginia
2678,Tornado,West Virginia
2666,Hometown,West Virginia
426,Mount Gay-Shamrock,West Virginia
2119,Madison,West Virginia
2649,St. Albans,West Virginia
2184,Shinnston,West Virginia
2971,Fairview,West Virginia
195,Sand Fork,West Virginia
786,Kermit,West Virginia
1054,Page,West Virginia
455,Mill Creek,West Virginia
366,Falling Spring,West Virginia
422,Bayard,West Virginia
2923,Westover,West Virginia
1360,Boaz,West Virginia
2742,Masontown,West Virginia
2268,Benwood,West Virginia
1672,Washington,West Virginia
1038,Beaver,West Virginia
962,Pax,West Virginia
448,New Martinsville,West Virginia
947,Stanaford,West Virginia
2433,Jefferson,West Virginia
714,Rainelle,West Virginia
1787,Kimberly,West Virginia
1129,Helen,West Virginia
380,Justice,West Virginia
1875,Moundsville,West Virginia
969,MacArthur,West Virginia
335,Fairlea,West Virginia
321,Clay,West Virginia
487,Beverly,West Virginia
170,Sutton,West Virginia
2406,Dunbar,West Virginia
2443,Reedsville,West Virginia
573,Vivian,West Virginia
1119,Oakvale,West Virginia
143,Pullman,West Virginia
1365,Lost Creek,West Virginia
672,Matheny,West Virginia
366,Raysal,West Virginia
432,Mallory,West Virginia
1020,Salem,West Virginia
207,Flatwoods,West Virginia
2254,Pea Ridge,West Virginia
396,Parsons,West Virginia
1901,Glen Dale,West Virginia
758,Crumpler,West Virginia
1716,Cameron,West Virginia
646,Gary,West Virginia
2444,Lesage,West Virginia
1378,Waverly,West Virginia
419,Reader,West Virginia
71,Marlinton,West Virginia
1560,Bridgeport,West Virginia
964,Beckley,West Virginia
3910,West Liberty,West Virginia
430,Huttonsville,West Virginia
509,Quinwood,West Virginia
794,Hico,West Virginia
698,Anawalt,West Virginia
2113,Racine,West Virginia
2766,Idamay,West Virginia
60,Cass,West Virginia
2347,Barboursville,West Virginia
400,Rossmore,West Virginia
7775,Shenandoah Junction,West Virginia
2009,West Hamlin,West Virginia
672,Paw Paw,West Virginia
1104,Valley Bend,West Virginia
158,Petersburg,West Virginia
526,Henderson,West Virginia
951,Piney View,West Virginia
5762,Ranson,West Virginia
63,Green Bank,West Virginia
179,Auburn,West Virginia
404,Logan,West Virginia
2240,Marmet,West Virginia
308,Chapmanville,West Virginia
373,Accoville,West Virginia
748,Green Spring,West Virginia
875,Matoaka,West Virginia
2801,Eleanor,West Virginia
1783,Powellton,West Virginia
1748,Sylvester,West Virginia
382,Pine Grove,West Virginia
1397,Belmont,West Virginia
355,Ronceverte,West Virginia
1041,Hundred,West Virginia
904,Piedmont,West Virginia
1760,Smithers,West Virginia
4173,Newell,West Virginia
397,Mitchell Heights,West Virginia
349,Harman,West Virginia
313,Harts,West Virginia
351,Bartley,West Virginia
161,Pennsboro,West Virginia
3594,Valley Grove,West Virginia
5302,Chester,West Virginia
2212,Coal Fork,West Virginia
357,Lewisburg,West Virginia
430,Thomas,West Virginia
5703,Charles Town,West Virginia
312,Big Creek,West Virginia
1913,Wayne,West Virginia
2418,South Charleston,West Virginia
1445,Anmoore,West Virginia
218,Brenton,West Virginia
955,Glen Ferris,West Virginia
2390,Wheeling,West Virginia
8451,Harpers Ferry,West Virginia
2598,Bethlehem,West Virginia
964,Eccles,West Virginia
4240,Bethany,West Virginia
1109,Meadow Bridge,West Virginia
919,Lashmeet,West Virginia
2821,Pleasant Valley,West Virginia
975,Glen White,West Virginia
1742,Mount Carbon,West Virginia
1036,Leon,West Virginia
2673,Newburg,West Virginia
8740,Bolivar,West Virginia
2934,Morgantown,West Virginia
403,Henlawson,West Virginia
1431,Century,West Virginia
438,Kistler,West Virginia
726,Northfork,West Virginia
527,Cucumber,West Virginia
2733,Teays Valley,West Virginia
1289,Corinne,West Virginia
969,Lester,West Virginia
2577,Bancroft,West Virginia
370,Robinette,West Virginia
1444,Clarksburg,West Virginia
3484,Windsor Heights,West Virginia
2069,Glasgow,West Virginia
1253,Buckhannon,West Virginia
3279,Clearview,West Virginia
669,Bramwell,West Virginia
2105,Cedar Grove,West Virginia
586,Delbarton,West Virginia
1493,Blennerhassett,West Virginia
2923,Brookhaven,West Virginia
429,Chauncey,West Virginia
494,Junior,West Virginia
134,Parcoal,West Virginia
